=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.02 16:40:11 =~=~=~=~=~=~=~=~=~=~=~=
182343888.00,---------
Raw Input, Angle, Time, Started
78,6.86,7360886.00,0
78,6.86,7362509.00,1
78,6.86,7364140.00,0
78,6.86,7365779.00,0
78,6.86,7367417.00,0
78,6.86,7369050.00,1
78,6.86,7370677.00,0
78,6.86,7372310.00,0
78,6.86,7373947.00,0
78,6.86,7375589.00,0
78,6.86,7377218.00,1
78,6.86,7378842.00,0
78,6.86,7380485.00,0
78,6.86,7382110.00,1
78,6.86,7383748.00,0
78,6.86,7385379.00,0
78,6.86,7387017.00,0
78,6.86,7388653.00,0
78,6.86,7390286.00,1
78,6.86,7391919.00,0
78,6.86,7393558.00,0
78,6.86,7395193.00,0
78,6.86,7396833.00,0
78,6.86,7398463.00,1
78,6.86,7400089.00,0
78,6.86,7401733.00,0
78,6.86,7403364.00,0
78,6.86,7405000.00,1
78,6.86,7406627.00,0
78,6.86,7408263.00,0
78,6.86,7409902.00,0
78,6.86,7411535.00,1
78,6.86,7413162.00,0
78,6.86,7414795.00,0
78,6.86,7416439.00,0
78,6.86,7418078.00,0
78,6.86,7419709.00,0
78,6.86,7421337.00,0
78,6.86,7422972.00,0
78,6.86,7424614.00,0
78,6.86,7426249.00,0
78,6.86,7427874.00,1
78,6.86,7429516.00,0
78,6.86,7431133.00,1
78,6.86,7432758.00,0
78,6.86,7434394.00,0
78,6.86,7436027.00,0
78,6.86,7437658.00,1
78,6.86,7439285.00,0
78,6.86,7440917.00,0
78,6.86,7442550.00,1
78,6.86,7444187.00,1
78,6.86,7445823.00,0
78,6.86,7447451.00,0
78,6.86,7449088.00,0
78,6.86,7450716.00,1
78,6.86,7452353.00,0
78,6.86,7453987.00,0
78,6.86,7455625.00,0
78,6.86,7457262.00,0
78,6.86,7458894.00,1
78,6.86,7460527.00,0
78,6.86,7462166.00,0
78,6.86,7463802.00,0
78,6.86,7465439.00,0
78,6.86,7467070.00,1
78,6.86,7468699.00,0
78,6.86,7470341.00,0
78,6.86,7471972.00,0
78,6.86,7473610.00,1
78,6.86,7475234.00,0
78,6.86,7476869.00,0
78,6.86,7478506.00,0
78,6.86,7480139.00,1
78,6.86,7481763.00,0
78,6.86,7483401.00,0
78,6.86,7485043.00,0
78,6.86,7486680.00,0
78,6.86,7488308.00,1
78,6.86,7489939.00,0
78,6.86,7491563.00,1
78,6.86,7493196.00,0
78,6.86,7494825.00,0
78,6.86,7496458.00,0
78,6.86,7498090.00,1
78,6.86,7499722.00,0
78,6.86,7501346.00,0
78,6.86,7502990.00,0
78,6.86,7504627.00,1
78,6.86,7506265.00,1
78,6.86,7507892.00,0
78,6.86,7509526.00,0
78,6.86,7511170.00,0
78,6.86,7512798.00,1
78,6.86,7514432.00,0
78,6.86,7516061.00,0
78,6.86,7517706.00,0
78,6.86,7519339.00,0
78,6.86,7520985.00,0
78,6.86,7522612.00,1
78,6.86,7524245.00,0
78,6.86,7525895.00,0
78,6.86,7527527.00,0
78,6.86,7529167.00,0
78,6.86,7530795.00,1
78,6.86,7532427.00,0
78,6.86,7534072.00,0
78,6.86,7535707.00,0
78,6.86,7537348.00,0
78,6.86,7538980.00,0
78,6.86,7540615.00,1
78,6.86,7542251.00,0
78,6.86,7543882.00,0
78,6.86,7545515.00,0
78,6.86,7547156.00,0
78,6.86,7548792.00,1
78,6.86,7550430.00,1
78,6.86,7552061.00,0
78,6.86,7553689.00,0
78,6.86,7555335.00,0
78,6.86,7556968.00,1
78,6.86,7558607.00,1
78,6.86,7560234.00,0
78,6.86,7561866.00,0
78,6.86,7563505.00,1
78,6.86,7565136.00,1
78,6.86,7566763.00,0
78,6.86,7568397.00,0
78,6.86,7570042.00,0
78,6.86,7571680.00,0
78,6.86,7573311.00,0
78,6.86,7574940.00,0
78,6.86,7576574.00,0
78,6.86,7578218.00,0
78,6.86,7579855.00,0
78,6.86,7581482.00,0
78,6.86,7583116.00,0
78,6.86,7584734.00,1
78,6.86,7586359.00,0
78,6.86,7587994.00,0
78,6.86,7589630.00,1
78,6.86,7591262.00,1
78,6.86,7592894.00,0
78,6.86,7594523.00,1
78,6.86,7596167.00,1
78,6.86,7597801.00,1
78,6.86,7599433.00,0
78,6.86,7601058.00,0
78,6.86,7602700.00,1
78,6.86,7604332.00,1
78,6.86,7605968.00,0
78,6.86,7607594.00,0
78,6.86,7609229.00,1
78,6.86,7610874.00,0
78,6.86,7612506.00,1
78,6.86,7614146.00,0
78,6.86,7615780.00,0
78,6.86,7617416.00,0
78,6.86,7619054.00,0
78,6.86,7620686.00,1
78,6.86,7622320.00,0
78,6.86,7623959.00,0
78,6.86,7625598.00,0
78,6.86,7627242.00,0
78,6.86,7628873.00,0
78,6.86,7630498.00,0
78,6.86,7632142.00,0
78,6.86,7633779.00,0
78,6.86,7635416.00,0
78,6.86,7637042.00,1
78,6.86,7638675.00,1
78,6.86,7640317.00,0
78,6.86,7641951.00,0
78,6.86,7643590.00,0
78,6.86,7645218.00,1
78,6.86,7646855.00,1
78,6.86,7648493.00,0
78,6.86,7650124.00,0
78,6.86,7651748.00,1
78,6.86,7653386.00,0
78,6.86,7655030.00,1
78,6.86,7656671.00,0
78,6.86,7658305.00,0
78,6.86,7659934.00,0
78,6.86,7661573.00,0
78,6.86,7663213.00,1
78,6.86,7664851.00,0
78,6.86,7666479.00,0
78,6.86,7668113.00,0
78,6.86,7669738.00,1
78,6.86,7671371.00,0
78,6.86,7673000.00,0
78,6.86,7674635.00,1
78,6.86,7676279.00,1
78,6.86,7677903.00,0
78,6.86,7679533.00,0
78,6.86,7681172.00,0
78,6.86,7682805.00,1
78,6.86,7684442.00,0
78,6.86,7686068.00,0
78,6.86,7687701.00,1
78,6.86,7689335.00,1
78,6.86,7690974.00,0
78,6.86,7692608.00,0
78,6.86,7694235.00,0
78,6.86,7695879.00,1
78,6.86,7697511.00,1
78,6.86,7699148.00,0
78,6.86,7700772.00,0
78,6.86,7702408.00,1
78,6.86,7704043.00,0
78,6.86,7705673.00,0
78,6.86,7707298.00,1
78,6.86,7708939.00,1
78,6.86,7710570.00,0
78,6.86,7712210.00,0
78,6.86,7713836.00,0
78,6.86,7715469.00,1
78,6.86,7717107.00,1
78,6.86,7718745.00,0
78,6.86,7720382.00,0
78,6.86,7722007.00,1
78,6.86,7723646.00,1
78,6.86,7725283.00,1
78,6.86,7726915.00,0
78,6.86,7728547.00,0
78,6.86,7730182.00,1
78,6.86,7731826.00,0
78,6.86,7733463.00,1
78,6.86,7735089.00,0
78,6.86,7736720.00,0
78,6.86,7738340.00,0
78,6.86,7739980.00,0
78,6.86,7741610.00,0
78,6.86,7743243.00,1
78,6.86,7744888.00,1
78,6.86,7746508.00,0
78,6.86,7748140.00,0
78,6.86,7749776.00,1
78,6.86,7751411.00,1
78,6.86,7753050.00,0
78,6.86,7754678.00,0
78,6.86,7756308.00,1
78,6.86,7757946.00,1
78,6.86,7759588.00,1
78,6.86,7761226.00,0
78,6.86,7762851.00,0
78,6.86,7764491.00,0
78,6.86,7766121.00,0
78,6.86,7767761.00,0
78,6.86,7769388.00,0
78,6.86,7771023.00,0
78,6.86,7772663.00,1
78,6.86,7774297.00,1
78,6.86,7775935.00,0
78,6.86,7777571.00,0
78,6.86,7779209.00,0
78,6.86,7780854.00,0
78,6.86,7782488.00,0
78,6.86,7784120.00,1
78,6.86,7785753.00,0
78,6.86,7787387.00,0
78,6.86,7789024.00,0
78,6.86,7790655.00,1
78,6.86,7792283.00,0
78,6.86,7793927.00,0
78,6.86,7795556.00,0
78,6.86,7797193.00,1
78,6.86,7798818.00,0
78,6.86,7800455.00,0
78,6.86,7802094.00,0
78,6.86,7803726.00,0
78,6.86,7805348.00,0
78,6.86,7806987.00,0
78,6.86,7808630.00,0
78,6.86,7810270.00,0
78,6.86,7811902.00,0
78,6.86,7813528.00,0
78,6.86,7815164.00,0
78,6.86,7816807.00,0
78,6.86,7818447.00,0
78,6.86,7820074.00,1
78,6.86,7821709.00,1
78,6.86,7823326.00,0
78,6.86,7824959.00,1
78,6.86,7826594.00,0
78,6.86,7828231.00,0
78,6.86,7829864.00,0
78,6.86,7831498.00,0
78,6.86,7833132.00,1
78,6.86,7834772.00,1
78,6.86,7836411.00,0
78,6.86,7838043.00,0
78,6.86,7839672.00,1
78,6.86,7841302.00,0
78,6.86,7842951.00,0
78,6.86,7844582.00,0
78,6.86,7846217.00,0
78,6.86,7847843.00,1
78,6.86,7849484.00,1
78,6.86,7851115.00,0
78,6.86,7852754.00,0
78,6.86,7854383.00,0
78,6.86,7856014.00,0
78,6.86,7857656.00,1
78,6.86,7859289.00,0
78,6.86,7860925.00,0
78,6.86,7862560.00,0
78,6.86,7864197.00,1
78,6.86,7865838.00,1
78,6.86,7867469.00,0
78,6.86,7869102.00,0
78,6.86,7870742.00,0
78,6.86,7872377.00,0
78,6.86,7874015.00,1
78,6.86,7875645.00,0
78,6.86,7877273.00,0
78,6.86,7878918.00,0
78,6.86,7880548.00,1
78,6.86,7882187.00,1
78,6.86,7883811.00,0
78,6.86,7885447.00,0
78,6.86,7887083.00,1
78,6.86,7888713.00,0
78,6.86,7890340.00,0
78,6.86,7891977.00,0
78,6.86,7893619.00,0
78,6.86,7895256.00,1
78,6.86,7896884.00,0
78,6.86,7898516.00,0
78,6.86,7900140.00,1
78,6.86,7901771.00,0
78,6.86,7903401.00,0
78,6.86,7905036.00,1
78,6.86,7906678.00,1
78,6.86,7908300.00,0
78,6.86,7909932.00,0
78,6.86,7911568.00,0
78,6.86,7913203.00,1
78,6.86,7914841.00,0
78,6.86,7916470.00,0
78,6.86,7918102.00,1
78,6.86,7919751.00,0
78,6.86,7921385.00,1
78,6.86,7923018.00,0
78,6.86,7924643.00,0
78,6.86,7926283.00,0
78,6.86,7927916.00,1
78,6.86,7929560.00,1
78,6.86,7931199.00,1
78,6.86,7932829.00,0
78,6.86,7934472.00,0
78,6.86,7936106.00,0
78,6.86,7937742.00,1
78,6.86,7939364.00,0
78,6.86,7940998.00,0
78,6.86,7942637.00,0
78,6.86,7944268.00,1
78,6.86,7945899.00,0
78,6.86,7947539.00,0
78,6.86,7949172.00,0
78,6.86,7950811.00,0
78,6.86,7952439.00,1
78,6.86,7954070.00,0
78,6.86,7955718.00,0
78,6.86,7957349.00,0
78,6.86,7958991.00,0
78,6.86,7960618.00,1
78,6.86,7962251.00,0
78,6.86,7963887.00,0
78,6.86,7965518.00,0
78,6.86,7967146.00,1
78,6.86,7968780.00,0
78,6.86,7970425.00,0
78,6.86,7972063.00,0
78,6.86,7973687.00,1
78,6.86,7975316.00,0
78,6.86,7976952.00,0
78,6.86,7978585.00,0
78,6.86,7980220.00,1
78,6.86,7981845.00,0
78,6.86,7983493.00,0
78,6.86,7985124.00,0
78,6.86,7986763.00,0
78,6.86,7988394.00,1
78,6.86,7990028.00,0
78,6.86,7991669.00,0
78,6.86,7993294.00,0
78,6.86,7994925.00,1
78,6.86,7996563.00,0
78,6.86,7998199.00,0
78,6.86,7999834.00,0
78,6.86,8001463.00,0
78,6.86,8003093.00,0
78,6.86,8004726.00,0
78,6.86,8006362.00,0
78,6.86,8007989.00,1
78,6.86,8009620.00,0
78,6.86,8011258.00,0
78,6.86,8012891.00,0
78,6.86,8014526.00,1
78,6.86,8016155.00,0
78,6.86,8017790.00,0
78,6.86,8019426.00,0
78,6.86,8021056.00,1
78,6.86,8022682.00,0
78,6.86,8024325.00,0
78,6.86,8025956.00,0
78,6.86,8027592.00,1
78,6.86,8029218.00,0
78,6.86,8030854.00,0
78,6.86,8032490.00,0
78,6.86,8034121.00,1
78,6.86,8035748.00,0
78,6.86,8037386.00,0
78,6.86,8039027.00,0
78,6.86,8040663.00,0
78,6.86,8042288.00,0
78,6.86,8043920.00,0
78,6.86,8045541.00,1
78,6.86,8047178.00,1
78,6.86,8048809.00,0
78,6.86,8050441.00,0
78,6.86,8052073.00,1
78,6.86,8053705.00,0
78,6.86,8055330.00,0
78,6.86,8056972.00,0
78,6.86,8058604.00,1
78,6.86,8060235.00,0
78,6.86,8061858.00,0
78,6.86,8063499.00,0
78,6.86,8065132.00,1
78,6.86,8066770.00,1
78,6.86,8068396.00,0
78,6.86,8070026.00,1
78,6.86,8071670.00,1
78,6.86,8073305.00,0
78,6.86,8074941.00,0
78,6.86,8076571.00,0
78,6.86,8078205.00,0
78,6.86,8079845.00,1
78,6.86,8081475.00,0
78,6.86,8083102.00,0
78,6.86,8084743.00,0
78,6.86,8086372.00,1
78,6.86,8088016.00,1
78,6.86,8089642.00,0
78,6.86,8091275.00,0
78,6.86,8092913.00,1
78,6.86,8094545.00,1
78,6.86,8096173.00,0
78,6.86,8097805.00,0
78,6.86,8099447.00,0
78,6.86,8101086.00,1
78,6.86,8102718.00,0
78,6.86,8104346.00,0
78,6.86,8105981.00,0
78,6.86,8107623.00,0
78,6.86,8109263.00,1
78,6.86,8110891.00,0
78,6.86,8112523.00,0
78,6.86,8114140.00,1
78,6.86,8115773.00,0
78,6.86,8117407.00,0
78,6.86,8119045.00,1
78,6.86,8120675.00,1
78,6.86,8122306.00,0
78,6.86,8123933.00,0
78,6.86,8125576.00,0
78,6.86,8127208.00,1
78,6.86,8128841.00,0
78,6.86,8130466.00,0
78,6.86,8132107.00,0
78,6.86,8133740.00,1
78,6.86,8135385.00,1
78,6.86,8137013.00,0
78,6.86,8138644.00,0
78,6.86,8140287.00,0
78,6.86,8141925.00,0
78,6.86,8143564.00,1
78,6.86,8145187.00,0
78,6.86,8146822.00,0
78,6.86,8148466.00,0
78,6.86,8150098.00,1
78,6.86,8151733.00,0
78,6.86,8153370.00,0
78,6.86,8155006.00,0
78,6.86,8156643.00,0
78,6.86,8158274.00,1
78,6.86,8159902.00,0
78,6.86,8161548.00,0
78,6.86,8163181.00,0
78,6.86,8164819.00,0
78,6.86,8166446.00,1
78,6.86,8168076.00,0
78,6.86,8169714.00,0
78,6.86,8171347.00,0
78,6.86,8172976.00,1
78,6.86,8174606.00,0
78,6.86,8176249.00,0
78,6.86,8177888.00,0
78,6.86,8179520.00,0
78,6.86,8181147.00,0
78,6.86,8182780.00,0
78,6.86,8184421.00,0
78,6.86,8186064.00,0
78,6.86,8187692.00,0
78,6.86,8189325.00,0
78,6.86,8190948.00,0
78,6.86,8192588.00,0
78,6.86,8194216.00,1
78,6.86,8195850.00,0
78,6.86,8197481.00,0
78,6.86,8199114.00,0
78,6.86,8200737.00,0
78,6.86,8202376.00,0
78,6.86,8204004.00,0
78,6.86,8205633.00,0
78,6.86,8207259.00,0
78,6.86,8208901.00,0
78,6.86,8210525.00,1
78,6.86,8212163.00,0
78,6.86,8213795.00,0
78,6.86,8215424.00,0
78,6.86,8217059.00,1
78,6.86,8218688.00,0
78,6.86,8220314.00,0
78,6.86,8221957.00,1
78,6.86,8223589.00,1
78,6.86,8225227.00,0
78,6.86,8226850.00,0
78,6.86,8228484.00,1
78,6.86,8230117.00,1
78,6.86,8231747.00,0
78,6.86,8233380.00,0
78,6.86,8235014.00,1
78,6.86,8236652.00,1
78,6.86,8238290.00,0
78,6.86,8239917.00,0
78,6.86,8241550.00,0
78,6.86,8243173.00,0
78,6.86,8244811.00,0
78,6.86,8246440.00,0
78,6.86,8248074.00,1
78,6.86,8249705.00,0
78,6.86,8251337.00,0
78,6.86,8252963.00,1
78,6.86,8254602.00,1
78,6.86,8256231.00,0
78,6.86,8257865.00,0
78,6.86,8259490.00,1
78,6.86,8261131.00,1
78,6.86,8262762.00,0
78,6.86,8264400.00,0
78,6.86,8266026.00,1
78,6.86,8267659.00,0
78,6.86,8269300.00,0
78,6.86,8270929.00,0
78,6.86,8272562.00,1
78,6.86,8274200.00,1
78,6.86,8275832.00,0
78,6.86,8277471.00,0
78,6.86,8279101.00,0
78,6.86,8280728.00,1
78,6.86,8282376.00,1
78,6.86,8284009.00,0
78,6.86,8285646.00,0
78,6.86,8287268.00,1
78,6.86,8288904.00,1
78,6.86,8290542.00,0
78,6.86,8292172.00,0
78,6.86,8293797.00,1
78,6.86,8295431.00,0
78,6.86,8297066.00,0
78,6.86,8298703.00,0
78,6.86,8300329.00,1
78,6.86,8301965.00,0
78,6.86,8303584.00,1
78,6.86,8305216.00,1
78,6.86,8306849.00,0
78,6.86,8308479.00,0
78,6.86,8310111.00,1
78,6.86,8311741.00,0
78,6.86,8313368.00,0
78,6.86,8315015.00,0
78,6.86,8316644.00,1
78,6.86,8318272.00,0
78,6.86,8319901.00,0
78,6.86,8321546.00,0
78,6.86,8323175.00,1
78,6.86,8324811.00,1
78,6.86,8326435.00,0
78,6.86,8328069.00,1
78,6.86,8329699.00,1
78,6.86,8331331.00,0
78,6.86,8332956.00,0
78,6.86,8334600.00,1
78,6.86,8336233.00,1
78,6.86,8337872.00,0
78,6.86,8339498.00,0
78,6.86,8341132.00,0
78,6.86,8342770.00,1
78,6.86,8344400.00,0
78,6.86,8346026.00,0
78,6.86,8347659.00,1
78,6.86,8349299.00,1
78,6.86,8350935.00,0
78,6.86,8352562.00,0
78,6.86,8354194.00,0
78,6.86,8355816.00,0
78,6.86,8357451.00,0
78,6.86,8359081.00,0
78,6.86,8360716.00,1
78,6.86,8362357.00,1
78,6.86,8363977.00,0
78,6.86,8365602.00,1
78,6.86,8367241.00,0
78,6.86,8368873.00,0
78,6.86,8370506.00,0
78,6.86,8372130.00,0
78,6.86,8373771.00,0
78,6.86,8375404.00,0
78,6.86,8377040.00,0
78,6.86,8378666.00,1
78,6.86,8380300.00,0
78,6.86,8381944.00,0
78,6.86,8383576.00,0
78,6.86,8385213.00,0
78,6.86,8386846.00,0
78,6.86,8388476.00,0
78,6.86,8390115.00,0
78,6.86,8391745.00,0
78,6.86,8393371.00,0
78,6.86,8395015.00,1
78,6.86,8396644.00,1
78,6.86,8398283.00,0
78,6.86,8399906.00,1
78,6.86,8401542.00,0
78,6.86,8403172.00,0
78,6.86,8404802.00,0
78,6.86,8406427.00,1
78,6.86,8408059.00,1
78,6.86,8409688.00,1
78,6.86,8411319.00,1
78,6.86,8412947.00,1
78,6.86,8414588.00,0
78,6.86,8416208.00,0
78,6.86,8417836.00,1
78,6.86,8419472.00,1
78,6.86,8421102.00,0
78,6.86,8422734.00,0
78,6.86,8424355.00,1
78,6.86,8425993.00,0
78,6.86,8427623.00,0
78,6.86,8429258.00,0
78,6.86,8430883.00,0
78,6.86,8432519.00,0
78,6.86,8434155.00,0
78,6.86,8435785.00,0
78,6.86,8437410.00,0
78,6.86,8439054.00,0
78,6.86,8440682.00,0
78,6.86,8442320.00,0
78,6.86,8443947.00,0
78,6.86,8445579.00,0
78,6.86,8447216.00,1
78,6.86,8448846.00,1
78,6.86,8450467.00,0
78,6.86,8452104.00,1
78,6.86,8453739.00,1
78,6.86,8455377.00,0
78,6.86,8457001.00,1
78,6.86,8458637.00,0
78,6.86,8460255.00,1
78,6.86,8461885.00,1
78,6.86,8463516.00,1
78,6.86,8465147.00,1
78,6.86,8466778.00,1
78,6.86,8468404.00,1
78,6.86,8470036.00,1
78,6.86,8471672.00,1
78,6.86,8473308.00,0
78,6.86,8474943.00,0
78,6.86,8476570.00,0
78,6.86,8478216.00,0
78,6.86,8479848.00,0
78,6.86,8481486.00,0
78,6.86,8483107.00,0
78,6.86,8484743.00,0
78,6.86,8486378.00,1
78,6.86,8488011.00,1
78,6.86,8489634.00,1
78,6.86,8491275.00,1
78,6.86,8492906.00,1
78,6.86,8494543.00,0
78,6.86,8496169.00,1
78,6.86,8497803.00,0
78,6.86,8499440.00,0
78,6.86,8501068.00,0
78,6.86,8502691.00,0
78,6.86,8504325.00,1
78,6.86,8505961.00,0
78,6.86,8507599.00,0
78,6.86,8509226.00,0
78,6.86,8510860.00,0
78,6.86,8512476.00,0
78,6.86,8514100.00,0
78,6.86,8515734.00,0
78,6.86,8517371.00,0
78,6.86,8519003.00,0
78,6.86,8520630.00,0
78,6.86,8522261.00,0
78,6.86,8523894.00,0
78,6.86,8525529.00,0
78,6.86,8527155.00,0
78,6.86,8528786.00,0
78,6.86,8530429.00,0
78,6.86,8532058.00,0
78,6.86,8533693.00,1
78,6.86,8535326.00,1
78,6.86,8536957.00,1
78,6.86,8538593.00,1
78,6.86,8540221.00,1
78,6.86,8541846.00,1
78,6.86,8543487.00,1
78,6.86,8545117.00,0
78,6.86,8546756.00,0
78,6.86,8548382.00,0
78,6.86,8550012.00,0
78,6.86,8551649.00,0
78,6.86,8553277.00,0
78,6.86,8554902.00,0
78,6.86,8556536.00,0
78,6.86,8558168.00,0
78,6.86,8559800.00,0
78,6.86,8561428.00,0
78,6.86,8563070.00,0
78,6.86,8564691.00,0
78,6.86,8566315.00,0
78,6.86,8567954.00,0
78,6.86,8569589.00,0
78,6.86,8571226.00,1
78,6.86,8572851.00,0
78,6.86,8574484.00,0
78,6.86,8576121.00,1
78,6.86,8577758.00,1
78,6.86,8579391.00,0
78,6.86,8581017.00,1
78,6.86,8582663.00,0
78,6.86,8584294.00,0
78,6.86,8585933.00,0
78,6.86,8587556.00,0
78,6.86,8589192.00,0
78,6.86,8590828.00,0
78,6.86,8592460.00,0
78,6.86,8594092.00,0
78,6.86,8595729.00,1
78,6.86,8597363.00,1
78,6.86,8599000.00,0
78,6.86,8600627.00,0
78,6.86,8602259.00,0
78,6.86,8603897.00,0
78,6.86,8605529.00,0
78,6.86,8607156.00,0
78,6.86,8608785.00,0
78,6.86,8610429.00,0
78,6.86,8612064.00,0
78,6.86,8613694.00,1
78,6.86,8615318.00,0
78,6.86,8616952.00,0
78,6.86,8618584.00,0
78,6.86,8620216.00,0
78,6.86,8621844.00,1
78,6.86,8623483.00,1
78,6.86,8625106.00,0
78,6.86,8626732.00,0
78,6.86,8628369.00,1
78,6.86,8630003.00,1
78,6.86,8631641.00,0
78,6.86,8633267.00,0
78,6.86,8634901.00,0
78,6.86,8636535.00,0
78,6.86,8638173.00,0
78,6.86,8639807.00,0
78,6.86,8641435.00,0
78,6.86,8643080.00,1
78,6.86,8644709.00,1
78,6.86,8646345.00,1
78,6.86,8647971.00,0
78,6.86,8649607.00,1
78,6.86,8651241.00,1
78,6.86,8652873.00,0
78,6.86,8654498.00,1
78,6.86,8656136.00,0
78,6.86,8657764.00,0
78,6.86,8659402.00,0
78,6.86,8661026.00,0
78,6.86,8662655.00,0
78,6.86,8664294.00,0
78,6.86,8665930.00,0
78,6.86,8667556.00,0
78,6.86,8669190.00,0
78,6.86,8670829.00,0
78,6.86,8672465.00,1
78,6.86,8674090.00,0
78,6.86,8675724.00,1
78,6.86,8677341.00,0
78,6.86,8678968.00,0
78,6.86,8680603.00,0
78,6.86,8682236.00,0
78,6.86,8683869.00,0
78,6.86,8685495.00,0
78,6.86,8687125.00,0
78,6.86,8688760.00,0
78,6.86,8690395.00,0
78,6.86,8692020.00,0
78,6.86,8693652.00,0
78,6.86,8695292.00,1
78,6.86,8696922.00,1
78,6.86,8698558.00,1
78,6.86,8700192.00,0
78,6.86,8701822.00,0
78,6.86,8703458.00,0
78,6.86,8705087.00,0
78,6.86,8706713.00,0
78,6.86,8708358.00,0
78,6.86,8709988.00,0
78,6.86,8711621.00,0
78,6.86,8713248.00,0
78,6.86,8714884.00,0
78,6.86,8716518.00,0
78,6.86,8718148.00,0
78,6.86,8719780.00,1
78,6.86,8721416.00,1
78,6.86,8723052.00,0
78,6.86,8724690.00,0
78,6.86,8726314.00,0
78,6.86,8727949.00,0
78,6.86,8729565.00,1
78,6.86,8731197.00,1
78,6.86,8732831.00,1
78,6.86,8734459.00,1
78,6.86,8736091.00,1
78,6.86,8737717.00,1
78,6.86,8739349.00,1
78,6.86,8740982.00,1
78,6.86,8742618.00,0
78,6.86,8744245.00,0
78,6.86,8745876.00,0
78,6.86,8747519.00,0
78,6.86,8749150.00,0
78,6.86,8750789.00,0
78,6.86,8752420.00,0
78,6.86,8754056.00,1
78,6.86,8755700.00,0
78,6.86,8757330.00,0
78,6.86,8758964.00,0
78,6.86,8760601.00,0
78,6.86,8762237.00,0
78,6.86,8763874.00,0
78,6.86,8765504.00,0
78,6.86,8767129.00,0
78,6.86,8768774.00,1
78,6.86,8770399.00,1
78,6.86,8772038.00,1
78,6.86,8773665.00,1
78,6.86,8775296.00,1
78,6.86,8776929.00,1
78,6.86,8778559.00,1
78,6.86,8780187.00,1
78,6.86,8781819.00,1
78,6.86,8783451.00,1
78,6.86,8785084.00,0
78,6.86,8786711.00,1
78,6.86,8788359.00,0
78,6.86,8789993.00,0
78,6.86,8791628.00,0
78,6.86,8793257.00,0
78,6.86,8794890.00,0
78,6.86,8796522.00,1
78,6.86,8798155.00,1
78,6.86,8799778.00,0
78,6.86,8801420.00,1
78,6.86,8803050.00,1
78,6.86,8804681.00,1
78,6.86,8806306.00,1
78,6.86,8807947.00,0
78,6.86,8809577.00,0
78,6.86,8811216.00,0
78,6.86,8812841.00,0
78,6.86,8814474.00,0
78,6.86,8816115.00,0
78,6.86,8817747.00,0
78,6.86,8819378.00,0
78,6.86,8821016.00,0
78,6.86,8822650.00,1
78,6.86,8824286.00,1
78,6.86,8825917.00,1
78,6.86,8827544.00,1
78,6.86,8829191.00,0
78,6.86,8830821.00,0
78,6.86,8832464.00,0
78,6.86,8834090.00,0
78,6.86,8835723.00,0
78,6.86,8837360.00,0
78,6.86,8838991.00,1
78,6.86,8840618.00,0
78,6.86,8842251.00,0
78,6.86,8843890.00,1
78,6.86,8845527.00,0
78,6.86,8847153.00,1
78,6.86,8848786.00,0
77,6.77,8850408.00,1
78,6.86,8852047.00,0
78,6.86,8853680.00,0
78,6.86,8855311.00,0
78,6.86,8856952.00,0
78,6.86,8858573.00,0
77,6.77,8860207.00,0
78,6.86,8861849.00,0
78,6.86,8863484.00,0
78,6.86,8865116.00,0
78,6.86,8866743.00,0
78,6.86,8868373.00,0
78,6.77,8870022.00,1
78,6.86,8871660.00,0
78,6.77,8873295.00,0
78,6.86,8874927.00,0
78,6.86,8876563.00,0
78,6.86,8878200.00,1
78,6.86,8879836.00,1
78,6.86,8881471.00,1
78,6.86,8883098.00,1
78,6.86,8884741.00,0
78,6.86,8886372.00,0
78,6.86,8888009.00,0
78,6.86,8889636.00,0
78,6.86,8891272.00,0
78,6.86,8892909.00,0
78,6.86,8894539.00,0
78,6.86,8896172.00,0
78,6.86,8897809.00,1
78,6.86,8899446.00,1
78,6.86,8901084.00,0
78,6.86,8902711.00,0
78,6.86,8904340.00,1
78,6.86,8905988.00,0
78,6.86,8907620.00,0
78,6.86,8909257.00,0
78,6.86,8910880.00,0
78,6.86,8912509.00,0
78,6.86,8914147.00,0
78,6.86,8915778.00,0
78,6.86,8917406.00,0
78,6.86,8919037.00,0
78,6.86,8920682.00,0
78,6.86,8922320.00,0
78,6.86,8923946.00,0
78,6.86,8925581.00,0
78,6.86,8927198.00,1
78,6.86,8928829.00,1
78,6.86,8930462.00,1
78,6.86,8932091.00,0
78,6.86,8933722.00,1
78,6.86,8935350.00,1
78,6.86,8936981.00,1
78,6.86,8938619.00,0
78,6.86,8940260.00,0
78,6.86,8941892.00,0
78,6.86,8943519.00,0
78,6.86,8945163.00,0
78,6.86,8946795.00,0
78,6.86,8948433.00,1
78,6.86,8950061.00,1
78,6.86,8951693.00,1
78,6.86,8953336.00,0
78,6.86,8954968.00,0
78,6.86,8956605.00,0
78,6.86,8958239.00,0
78,6.86,8959877.00,0
78,6.86,8961523.00,0
78,6.86,8963152.00,1
78,6.86,8964784.00,0
78,6.86,8966423.00,0
78,6.86,8968056.00,0
78,6.86,8969693.00,0
78,6.86,8971319.00,0
78,6.86,8972950.00,0
78,6.86,8974598.00,1
78,6.86,8976228.00,1
78,6.86,8977866.00,1
78,6.86,8979491.00,1
78,6.86,8981125.00,1
